,name,sub_type,category,line_name,type,latitude,longitude,coordinates
3021,Asia Jaya,lrt,transportation,LRT Kelana Jaya Line,,3.104113,101.638277,"(3.1041, 101.6383)"
3022,Taman Jaya,lrt,transportation,LRT Kelana Jaya Line,,3.103816,101.64524499999999,"(3.1038, 101.6452)"
3023,Sekolah Menengah Kebangsaan Sri Permata,secondary,education,,Public School,3.102434,101.613541,"(3.1024, 101.6135)"
3024,MAZ International School - PJ Campus,primary,education,,International School,3.1041090000000002,101.62576,"(3.1041, 101.6258)"
3025,Taman Paramount,lrt,transportation,LRT Kelana Jaya Line,,3.104563,101.623132,"(3.1046, 101.6231)"
3026,Vikas International School,primary,education,,International School,3.105029,101.678382,"(3.105, 101.6784)"
3027,"Odyssey, The Global Preschool",preschool,education,,Preschool,3.1056436,101.4690867,"(3.1056, 101.4691)"
3028,Sekolah Kebangsaan Kelana Jaya (1),cluster,education,,Public School,3.105271,101.607623,"(3.1053, 101.6076)"
3029,Asean Culinary Academy,tertiary,education,,Private College,3.1008709999999997,101.444351,"(3.1009, 101.4444)"
3030,Sekolah Jenis Kebangsaan (Tamil) Ladang North Hummock,primary,education,,Public School,3.104316,101.445674,"(3.1043, 101.4457)"
3031,Klinik Kesihatan Cheras Baru ,clinic,healthcare,,Government,3.10626,101.74844,"(3.1063, 101.7484)"
3032,Deutsche Schule Kuala Lumpur,primary,education,,International School,3.105827,101.640615,"(3.1058, 101.6406)"
3033,Hospital Mata Nasional Tun Hussien Onn (The Tun Hussien Onn National Eye Hospital),hospital,healthcare,,Private,3.1060407000000003,101.63975450000001,"(3.106, 101.6398)"
3034,BCM - Bible College of Malaysia,tertiary,education,,Private College,3.105425,101.65365899999999,"(3.1054, 101.6537)"
3035,Sekolah Kebangsaan Kelana Jaya (2),primary,education,,Public School,3.105779,101.607784,"(3.1058, 101.6078)"
3036,Nobel International School,primary,education,,International School,3.1058,101.6067,"(3.1058, 101.6067)"
3037,Vision College,tertiary,education,,Private College,3.106225,101.59973199999999,"(3.1062, 101.5997)"
3038,IACT College,tertiary,education,,Private College,3.107222,101.639926,"(3.1072, 101.6399)"
3039,Brickfields Asia College (BAC) Petaling Jaya,tertiary,education,,Private College,3.107452,101.639939,"(3.1075, 101.6399)"
3040,Sekolah Kebangsaan Danau Perdana,primary,education,,Public School,3.10626,101.691254,"(3.1063, 101.6913)"
3041,Sekolah Menengah Kebangsaan Desa Perdana,secondary,education,,Public School,3.10619151,101.6906684,"(3.1062, 101.6907)"
3042,Sekolah Jenis Kebangsaan (Cina) Tai Thung,primary,education,,Public School,3.106086,101.705617,"(3.1061, 101.7056)"
3043,Sekolah Kebangsaan Taman Desa,primary,education,,Public School,3.1071,101.69,"(3.1071, 101.69)"
3044,Idrissi International School,primary,education,,International School,3.1064336,101.4690047,"(3.1064, 101.469)"
3045,Sekolah Kebangsaan Seri Permaisuri,primary,education,,Public School,3.104561,101.716918,"(3.1046, 101.7169)"
3046,Sekolah Menengah Sains Selangor,secondary,education,,Public School,3.10323,101.72,"(3.1032, 101.72)"
3047,Smt Cheras,cluster,education,,Public School,3.10325,101.72200000000001,"(3.1032, 101.722)"
3048,Sekolah Menengah Sains Alam Shah,secondary,education,,Public School,3.1056,101.72399999999999,"(3.1056, 101.724)"
3049,Sekolah Menengah Kebangsaan Seri Permaisuri,secondary,education,,Public School,3.107298,101.717493,"(3.1073, 101.7175)"
3050,Sekolah Kebangsaan Sungai Kapar Indah,primary,education,,Public School,3.1000360000000002,101.38421,"(3.1, 101.3842)"
3051,Sekolah Menengah Kebangsaan Sungai Kapar Indah,secondary,education,,Public School,3.098388,101.37583599999999,"(3.0984, 101.3758)"
3052,Sekolah Jenis Kebangsaan (Tamil) Ldg Vallambrosa,primary,education,,Public School,3.100204,101.377677,"(3.1002, 101.3777)"
3053,Klinik Pakar Wanita Dan Keluarga Kapar Indah,hospital,healthcare,,Private,3.096622,101.3784629,"(3.0966, 101.3785)"
3054,Sekolah Kebangsaan Taman Bukit Teratai,primary,education,,Public School,3.10913,101.76469300000001,"(3.1091, 101.7647)"
3055,Sekolah Menengah Kebangsaan Katholik,cluster,education,,Public School,3.107431,101.651843,"(3.1074, 101.6518)"
3056,Sekolah Menengah Kebangsaan (L) Bukit Bintang,secondary,education,,Public School,3.1084509999999996,101.640969,"(3.1085, 101.641)"
3057,Sekolah Kebangsaan Sri Petaling,primary,education,,Public School,3.109209,101.63982299999999,"(3.1092, 101.6398)"
3058,Brainy Bunch - TTDI Jaya,elementary,education,,Preschool,3.1019,101.5516,"(3.1019, 101.5516)"
3059,Sekolah Menengah Kebangsaan Ttdi Jaya,secondary,education,,Public School,3.104725,101.554715,"(3.1047, 101.5547)"
3060,Sekolah Kebangsaan Taman Tun Dr Ismail Jaya,cluster,education,,Public School,3.106402,101.557458,"(3.1064, 101.5575)"
3061,Greenview Islamic School,primary,education,,International School,3.1031,101.5281,"(3.1031, 101.5281)"
3062,Sekolah Kebangsaan Bukit Jelutong,primary,education,,Public School,3.106663,101.531193,"(3.1067, 101.5312)"
3063,Sekolah Menengah Kebangsaan Bukit Jelutong,secondary,education,,Public School,3.109003,101.53147299999999,"(3.109, 101.5315)"
3064,Ramsay Sime Darby Healthcare College,tertiary,education,,Private College,3.1078799999999998,101.459037,"(3.1079, 101.459)"
3065,Bandar Malaysia South,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.109524,101.698297,"(3.1095, 101.6983)"
3066,Taman Midah,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.104317,101.73214,"(3.1043, 101.7321)"
3067,Sekolah Jenis Kebangsaan (Cina) Confucian,primary,education,,Public School,3.1098060000000003,101.70411700000001,"(3.1098, 101.7041)"
3068,Sekolah Menengah Kebangsaan Kelana Jaya,secondary,education,,Public School,3.1077529999999998,101.59705799999999,"(3.1078, 101.5971)"
3069,Kelana Indah @ Persada Plus,lrt,transportation,LRT Bandar Utama-Klang Line,,3.1072130000000002,101.59135699999999,"(3.1072, 101.5914)"
3070,Kelana Jaya Medical Centre Sdn Bhd,hospital,healthcare,,Private,3.1086814,101.5952646,"(3.1087, 101.5953)"
3071,Sekolah Kebangsaan Jalan Sungai Besi 2,primary,education,,Public School,3.11023,101.705,"(3.1102, 101.705)"
3072,Sekolah Kebangsaan Jalan Sungei Besi 1,primary,education,,Public School,3.1104,101.705,"(3.1104, 101.705)"
3073,Japanese School Kuala Lumpur,primary,education,,International School,3.109469,101.57856,"(3.1095, 101.5786)"
3074,Ara Damansara,lrt,transportation,LRT Kelana Jaya Line,,3.1084560000000003,101.586632,"(3.1085, 101.5866)"
3075,Sekolah Kebangsaan Methodist PJ,primary,education,,Public School,3.110226,101.656153,"(3.1102, 101.6562)"
3076,Sekolah Kebangsaan Kg Cheras Baharu,primary,education,,Public School,3.111171,101.74976,"(3.1112, 101.7498)"
3077,Taman Bahagia,lrt,transportation,LRT Kelana Jaya Line,,3.11079,101.61285600000001,"(3.1108, 101.6129)"
3078,Lembah Subang,lrt,transportation,LRT Kelana Jaya Line,,3.111935,101.591538,"(3.1119, 101.5915)"
3079,Sekolah Kebangsaan (2) Sultan Alam Shah,primary,education,,Public School,3.111685,101.64742,"(3.1117, 101.6474)"
3080,Sekolah Menengah Kebangsaan Taman Sea,secondary,education,,Public School,3.110415,101.616569,"(3.1104, 101.6166)"
3081,Sekolah Menengah Kebangsaan Cheras,secondary,education,,Public School,3.10927,101.727,"(3.1093, 101.727)"
3082,Sekolah Kebangsaan Satu Sultan Alam Shah,primary,education,,Public School,3.111825,101.646986,"(3.1118, 101.647)"
3083,University Of Malaya (Um),tertiary,education,,Public University,3.1119529999999997,101.652263,"(3.112, 101.6523)"
3084,Kelana Jaya,lrt,transportation,LRT Kelana Jaya Line,,3.1128607999999995,101.6050541,"(3.1129, 101.6051)"
3085,Sekolah Seni Malaysia Kuala Lumpur,secondary,education,,Public School,3.1117169999999996,101.540084,"(3.1117, 101.5401)"
3086,Sekolah Menengah Kebangsaan Shah Alam,secondary,education,,Public School,3.1117169999999996,101.540084,"(3.1117, 101.5401)"
3087,Sekolah Menengah Kebangsaan Seri Pantai,secondary,education,,Public School,3.11247,101.664,"(3.1125, 101.664)"
3088,Vital Years,preschool,education,,Preschool,3.1107869999999997,101.68521199999999,"(3.1108, 101.6852)"
3089,Angkasapuri,ktm komuter,transportation,KTM Port Klang Line,,3.1130556,101.6733333,"(3.1131, 101.6733)"
3090,Sekolah Menengah Kebangsaan Taman Seraya,secondary,education,,Public School,3.113614,101.761104,"(3.1136, 101.7611)"
3091,Klinik Kesihatan Pantai ,clinic,healthcare,,Government,3.1152889999999998,101.668414,"(3.1153, 101.6684)"
3092,Seputeh,ktm komuter,transportation,KTM Seremban Line,,3.1133333,101.6811111,"(3.1133, 101.6811)"
3093,Kerinchi,lrt,transportation,LRT Kelana Jaya Line,,3.1154557,101.66854040000001,"(3.1155, 101.6685)"
3094,Cherie Hearts International Preschool - Ara Damansara,preschool,education,,Preschool,3.1131919999999997,101.591482,"(3.1132, 101.5915)"
3095,Sekolah Menengah Kebangsaan Lembah Subang,secondary,education,,Public School,3.114712,101.580152,"(3.1147, 101.5802)"
3096,The children's house - Ara Damansara,preschool,education,,Preschool,3.1148184,101.574914,"(3.1148, 101.5749)"
3097,Life College Malaysia,tertiary,education,,Private College,3.113734,101.589805,"(3.1137, 101.5898)"
3098,Sekolah Kebangsaan Lembah Subang,primary,education,,Public School,3.1153150000000003,101.58076,"(3.1153, 101.5808)"
3099,Allied Aeronautics Training Centre,tertiary,education,,Private College,3.11396,101.590265,"(3.114, 101.5903)"
3100,Universiti,lrt,transportation,LRT Kelana Jaya Line,,3.1145661000000002,101.659581,"(3.1146, 101.6596)"
3101,Sri Dasmesh International School,primary,education,,International School,3.115598,101.669411,"(3.1156, 101.6694)"
3102,Brainy Bunch -  Setia Alam,elementary,education,,Preschool,3.1122679,101.4648727,"(3.1123, 101.4649)"
3103,Ara Damansara Medical Centre,hospital,healthcare,,Private,3.1148689999999997,101.565427,"(3.1149, 101.5654)"
3104,Sekolah Jenis Kebangsaan (Cina) Pin Hwa (1),primary,education,,Public School,3.114023,101.450963,"(3.114, 101.451)"
3105,Peninsula International School Australia,primary,education,,International School,3.114002,101.45329699999999,"(3.114, 101.4533)"
3106,Sekolah Kebangsaan Bangsar,primary,education,,Public School,3.11627,101.67,"(3.1163, 101.67)"
3107,Sekolah Kebangsaan Pandan Perdana,primary,education,,Public School,3.114973,101.743601,"(3.115, 101.7436)"
3108,Bandar Malaysia North,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.116391,101.70331999999999,"(3.1164, 101.7033)"
3109,Sekolah Kebangsaan Taman Megah,primary,education,,Public School,3.116173,101.60679300000001,"(3.1162, 101.6068)"
3110,Iheal Medical Centre Kuala Lumpur,hospital,healthcare,,Private,3.117012,101.67649200000001,"(3.117, 101.6765)"
3111,Sekolah Menengah Kebangsaan Sultan Abdul Samad,secondary,education,,Public School,3.116947222,101.64398059999999,"(3.1169, 101.644)"
3112,TOC - The Otomotif College,tertiary,education,,Private College,3.11453,101.627502,"(3.1145, 101.6275)"
3113,Legacy Private School,primary,education,,Private School,3.1169992000000004,101.6356304,"(3.117, 101.6356)"
3114,"Columbia Hospital, Petaling Jaya",hospital,healthcare,,Private,3.118292,101.637414,"(3.1183, 101.6374)"
3115,Sekolah Jenis Kebangsaan (Cina) Kuen Cheng 2,primary,education,,Public School,3.11813,101.693851,"(3.1181, 101.6939)"
3116,Sekolah Jenis Kebangsaan (Cina) Yuk Chai,primary,education,,Public School,3.117208,101.60700600000001,"(3.1172, 101.607)"
3117,Meritus University,tertiary,education,,Private University,3.118572,101.676691,"(3.1186, 101.6767)"
3118,Mid Valley,ktm komuter,transportation,KTM Seremban Line,,3.1186111,101.6786111,"(3.1186, 101.6786)"
3119,Sekolah Kebangsaan Seri Cheras,primary,education,,Public School,3.11503,101.728,"(3.115, 101.728)"
3120,Sekolah Kebangsaan Seri Bintang Selatan,primary,education,,Public School,3.1183419999999997,101.734879,"(3.1183, 101.7349)"
3121,Sekolah Menengah Kebangsaan Seri Bintang Selatan,cluster,education,,Public School,3.11895,101.735,"(3.119, 101.735)"
3122,Cheras Specialist Maternity Centre,hospital,healthcare,,Private,3.11293,101.7295898,"(3.1129, 101.7296)"
3123,Taman Pertama,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.11262,101.729256,"(3.1126, 101.7293)"
3124,Sekolah Kebangsaan Tudm Subang,primary,education,,Public School,3.118788,101.540187,"(3.1188, 101.5402)"
3125,Pantai Hospital Kuala Lumpur,hospital,healthcare,,Private,3.1196951,101.66656970000001,"(3.1197, 101.6666)"
3126,Abdullah Hukum,lrt,transportation,LRT Kelana Jaya Line,,3.118749,101.67294229999999,"(3.1187, 101.6729)"
3127,Sekolah Jenis Kebangsaan (Cina) Naam Kheung,primary,education,,Public School,3.118618,101.724609,"(3.1186, 101.7246)"
3128,MAHSA Prima International College,tertiary,education,,Private College,3.118509,101.648537,"(3.1185, 101.6485)"
3129,INCEIF - International Centre for Education in Islamic Finance,tertiary,education,,Private University,3.119576,101.648201,"(3.1196, 101.6482)"
3130,Sekolah Kebangsaan Taman Muda,primary,education,,Public School,3.120505,101.7561,"(3.1205, 101.7561)"
3131,Sekolah Jenis Kebangsaan (Cina) Puay Chai,primary,education,,Public School,3.116747,101.625574,"(3.1167, 101.6256)"
3132,Dataran Prima,lrt,transportation,LRT Bandar Utama-Klang Line,,3.121734,101.593912,"(3.1217, 101.5939)"
3133,Eco City,ktm komuter,transportation,KTM Port Klang Line,,3.119946,101.674018,"(3.1199, 101.674)"
3134,Sekolah Menengah Kebangsaan Seri Bintang Utara,cluster,education,,Public School,3.121022,101.734586,"(3.121, 101.7346)"
3135,Sekolah Kebangsaan Seri Bintang Utara,primary,education,,Public School,3.12167,101.735162,"(3.1217, 101.7352)"
3136,WOU - Wawasan Open University,tertiary,education,,Private University,3.122304,101.7298773,"(3.1223, 101.7299)"
3137,Sekolah Menengah Kebangsaan Miharja,secondary,education,,Public School,3.1214720000000002,101.72166899999999,"(3.1215, 101.7217)"
3138,Tags Specialist Center,hospital,healthcare,,Private,3.1223202000000003,101.7292372,"(3.1223, 101.7292)"
3139,Klinik Kesihatan Cheras ,clinic,healthcare,,Government,3.122382,101.730201,"(3.1224, 101.7302)"
3140,The children's house - Jaya One,preschool,education,,Preschool,3.1178337000000003,101.6346448,"(3.1178, 101.6346)"
3141,Miharja,lrt,transportation,LRT Ampang Line,,3.1209905,101.7178829,"(3.121, 101.7179)"
3142,Beaconhouse International School - Sri Inai Campus,primary,education,,International School,3.1217169,101.61503909999999,"(3.1217, 101.615)"
3143,Sekolah Menengah Kebangsaan Pandan Indah,secondary,education,,Public School,3.12282,101.752183,"(3.1228, 101.7522)"
3144,Cheras,lrt,transportation,LRT Sri Petaling Line,,3.123772,101.7283342,"(3.1238, 101.7283)"
3145,Maluri,lrt,transportation,LRT Ampang Line,,3.123772,101.7283342,"(3.1238, 101.7283)"
3146,TMC College,tertiary,education,,Private College,3.124114,101.718625,"(3.1241, 101.7186)"
3147,Sekolah Menengah Kebangsaan Tasek Permai,secondary,education,,Public School,3.124025,101.78063,"(3.124, 101.7806)"
3148,Sekolah Kebangsaan Tasek Permai,primary,education,,Public School,3.124699,101.779201,"(3.1247, 101.7792)"
3149,Aeon Maluri,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.124404,101.727188,"(3.1244, 101.7272)"
3150,Sekolah Jenis Kebangsaan (Cina) Batu 14,primary,education,,Public School,3.112723,101.813734,"(3.1127, 101.8137)"
3151,Sekolah Kebangsaan Tun Abd Aziz Majid,primary,education,,Public School,3.116822,101.813987,"(3.1168, 101.814)"
3152,Sekolah Kebangsaan Sri Damai,primary,education,,Public School,3.12167,101.63416,"(3.1217, 101.6342)"
3153,Sekolah Menengah Kebangsaan Pandan Mewah,secondary,education,,Public School,3.125035,101.76189699999999,"(3.125, 101.7619)"
3154,Sekolah Kebangsaan St. Teresa Brickfields 1,primary,education,,Public School,3.1267419999999997,101.685199,"(3.1267, 101.6852)"
3155,Sekolah Kebangsaan Pandan Indah,primary,education,,Public School,3.1255509999999997,101.75196899999999,"(3.1256, 101.752)"
3156,Sekolah Kebangsaan Cheras Indah,primary,education,,Public School,3.125906,101.746178,"(3.1259, 101.7462)"
3157,Sekolah Jenis Kebangsaan (Cina) Sam Yoke,primary,education,,Public School,3.126607,101.70801999999999,"(3.1266, 101.708)"
3158,Bangsar,lrt,transportation,LRT Kelana Jaya Line,,3.12748,101.679034,"(3.1275, 101.679)"
3159,Sekolah Jenis Kebangsaan (Cina) On Pong 2,primary,education,,Public School,3.126806,101.762438,"(3.1268, 101.7624)"
3160,Sekolah Menengah Kebangsaan Taman Tasik,secondary,education,,Public School,3.1265959999999997,101.774403,"(3.1266, 101.7744)"
3161,Sekolah Kebangsaan Taman Tasik,primary,education,,Public School,3.126978,101.77309100000001,"(3.127, 101.7731)"
3162,Hospital Ampang,hospital,healthcare,,Government,3.128273,101.763378,"(3.1283, 101.7634)"
3163,Sekolah Kebangsaan La Salle (1) Brickfields,primary,education,,Public School,3.1273779999999998,101.684016,"(3.1274, 101.684)"
3164,Sekolah Menengah Kebangsaan La Salle Brickfields,secondary,education,,Public School,3.12767,101.685,"(3.1277, 101.685)"
3165,Sekolah Jenis Kebangsaan (Cina) St. Teresa Brickfields,primary,education,,Public School,3.127669,101.684754,"(3.1277, 101.6848)"
3166,Alice Smith School - Primary Campus,primary,education,,International School,3.1282,101.7005,"(3.1282, 101.7005)"
3167,Sekolah Kebangsaan Bukit Pantai,primary,education,,Public School,3.1284799999999997,101.666,"(3.1285, 101.666)"
3168,Global Indian International School (GIIS),primary,education,,International School,3.1279,101.68482,"(3.1279, 101.6848)"
3169,Sekolah Jenis Kebangsaan (Tamil) Cheras,primary,education,,Public School,3.12698,101.72200000000001,"(3.127, 101.722)"
3170,HELP CAT - HELP College of Arts and Technology,tertiary,education,,Private College,3.128314,101.714417,"(3.1283, 101.7144)"
3171,Chan Sow Lin,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1281047,101.7156366,"(3.1281, 101.7156)"
3172,Chan Sow Lin,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,3.1289119999999997,101.716437,"(3.1289, 101.7164)"
3173,Pantai Hospital Ampang,hospital,healthcare,,Private,3.1279169999999996,101.75234,"(3.1279, 101.7523)"
3174,Sekolah Kebangsaan Jalan Bellamy,primary,education,,Public School,3.12867469,101.6995995,"(3.1287, 101.6996)"
3175,Al Noor International School (AIS-KL),primary,education,,International School,3.129341,101.69759300000001,"(3.1293, 101.6976)"
3176,PIDC - Penang International Dental College,tertiary,education,,Private College,3.127789,101.643403,"(3.1278, 101.6434)"
3177,Phileo Damansara,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.12915,101.64285799999999,"(3.1292, 101.6429)"
3178,Sekolah Jenis Kebangsaan (Tamil) Jalan Bangsar,primary,education,,Public School,3.128774,101.67873399999999,"(3.1288, 101.6787)"
3179,Sekolah Menengah Kebangsaan Abdul Jalil,secondary,education,,Public School,3.118103,101.81749599999999,"(3.1181, 101.8175)"
3180,Havil International School,primary,education,,International School,3.1284,101.6863,"(3.1284, 101.6863)"
3181,Sekolah Menengah Kebangsaan Vivekananda,secondary,education,,Public School,3.12968,101.686,"(3.1297, 101.686)"
3182,Sekolah Kebangsaan Damansara Jaya (1),primary,education,,Public School,3.123255,101.616577,"(3.1233, 101.6166)"
3183,Sekolah Kebangsaan Damansara Jaya (2),primary,education,,Public School,3.123527,101.616475,"(3.1235, 101.6165)"
3184,Sekolah Kebangsaan Taman Sea,primary,education,,Public School,3.124168,101.626063,"(3.1242, 101.6261)"
3185,Brainy Bunch -  Pandan Indah,elementary,education,,Preschool,3.128703,101.751308,"(3.1287, 101.7513)"
3186,Kolej Universiti Poly-Tech MARA (KUPTM),tertiary,education,,Private University College,3.128428,101.738362,"(3.1284, 101.7384)"
3187,Sekolah Kebangsaan Yaacob Latif 2,primary,education,,Public School,3.1276,101.726833,"(3.1276, 101.7268)"
3188,Sekolah Kebangsaan Yaacob Latif 1,primary,education,,Public School,3.1276,101.726833,"(3.1276, 101.7268)"
3189,YPC International College,tertiary,education,,Private College,3.129464,101.734576,"(3.1295, 101.7346)"
3190,Sekolah Menengah Kebangsaan Yaacob Latif,secondary,education,,Public School,3.128,101.726,"(3.128, 101.726)"
3191,KTAC - Cybernetics International College of Technology,tertiary,education,,Private College,3.1307009999999997,101.73423100000001,"(3.1307, 101.7342)"
3192,Pandan Jaya,lrt,transportation,LRT Ampang Line,,3.1304492,101.7382688,"(3.1304, 101.7383)"
3193,UniKL MIAT - Universiti Kuala Lumpur Malaysian Institute of Aviation Technology,tertiary,education,,Private University,3.128327,101.567421,"(3.1283, 101.5674)"
3194,Asia Pacific International School (APIS),primary,education,,International School,3.1295943,101.5671978,"(3.1296, 101.5672)"
3195,Asia Pacific Smart School,primary,education,,Private School,3.1295943,101.5671978,"(3.1296, 101.5672)"
3196,Tun Sambanthan,monorail,transportation,KL Monorail,,3.1314212,101.69077390000001,"(3.1314, 101.6908)"
3197,Sekolah Kebangsaan Jalan Peel,primary,education,,Public School,3.13058,101.72,"(3.1306, 101.72)"
3198,Sekolah Kebangsaan Pendidikan Khas Jln Peel,primary,education,,Public School,3.1309299999999998,101.72,"(3.1309, 101.72)"
3199,Sekolah Kebangsaan Cochrane,primary,education,,Public School,3.13055,101.728,"(3.1306, 101.728)"
3200,Sekolah Menengah Kebangsaan Convent Jalan Peel,secondary,education,,Public School,3.1313299999999997,101.721,"(3.1313, 101.721)"
3201,Sekolah Menengah Kebangsaan Cochrane,secondary,education,,Public School,3.13108,101.726,"(3.1311, 101.726)"
3202,Sekolah Kebangsaan Convent Jln Peel,primary,education,,Public School,3.13153,101.72,"(3.1315, 101.72)"
3203,Sekolah Kebangsaan (P) Pudu 1,primary,education,,Public School,3.1311,101.713,"(3.1311, 101.713)"
3204,The children's house - Bangsar,preschool,education,,Preschool,3.1310000000000002,101.6678,"(3.131, 101.6678)"
3205,Brainy Bunch - Bangsar,elementary,education,,Preschool,3.1310801,101.665882,"(3.1311, 101.6659)"
3206,Sekolah Jenis Kebangsaan (Tamil) Vivekananda,primary,education,,Public School,3.13063,101.68700000000001,"(3.1306, 101.687)"
3207,Sekolah Kebangsaan Brickfields 1,primary,education,,Public School,3.130492,101.68828,"(3.1305, 101.6883)"
3208,KL Sentral,monorail,transportation,KL Monorail,,3.1326072999999997,101.6878388,"(3.1326, 101.6878)"
3209,Sekolah Kebangsaan Ampang Campuran,primary,education,,Public School,3.132981,101.767877,"(3.133, 101.7679)"
3210,Sekolah Menengah Kebangsaan (P) Pudu,secondary,education,,Public School,3.131774,101.714903,"(3.1318, 101.7149)"
3211,Cochrane,mrt,transportation,MRT Sungai Buloh-Kajang Line,,3.132294,101.722939,"(3.1323, 101.7229)"
3212,Klinik Desa Damansara,clinic,healthcare,,Government,3.1289,101.63158,"(3.1289, 101.6316)"
3213,Skypark Terminal Sultan Abdul Aziz Shah Airport,airport,transportation,,Domestic,3.1330707,101.5515897,"(3.1331, 101.5516)"
3214,Terminal Skypark,ktm komuter,transportation,KTM Terminal Skypark Line,,3.133137,101.553793,"(3.1331, 101.5538)"
3215,Bu11 @ Tropicana,lrt,transportation,LRT Bandar Utama-Klang Line,,3.133365,101.606185,"(3.1334, 101.6062)"
3216,Sekolah Kebangsaan Brickfields 2,primary,education,,Public School,3.130909,101.688732,"(3.1309, 101.6887)"
3217,Sekolah Menengah Kebangsaan Tropicana,secondary,education,,Public School,3.128614,101.597215,"(3.1286, 101.5972)"
3218,Sekolah Kebangsaan Tropicana,primary,education,,Public School,3.130281,101.598049,"(3.1303, 101.598)"
3219,KL Sentral,erl,transportation,ERL KLIA Transit Line | ERL KLIA Ekspres Line,,3.1341667,101.68611109999999,"(3.1342, 101.6861)"
3220,Sekolah Kebangsaan Kapar,primary,education,,Public School,3.134103,101.377176,"(3.1341, 101.3772)"
3221,Sekolah Jenis Kebangsaan (Cina) Chung Kwo,primary,education,,Public School,3.132858,101.709187,"(3.1329, 101.7092)"
3222,Sekolah Menengah Kebangsaan Dato' Onn,secondary,education,,Public School,3.13377,101.71,"(3.1338, 101.71)"
3223,Pudu,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,3.1348902,101.7119668,"(3.1349, 101.712)"
3224,Methodist College Kuala Lumpur (MCKL),tertiary,education,,Private College,3.131332,101.690092,"(3.1313, 101.6901)"
3225,Pandan Indah,lrt,transportation,LRT Ampang Line,,3.1347269,101.7467121,"(3.1347, 101.7467)"
3226,Sekolah Menengah Kebangsaan Damansara Jaya,cluster,education,,Public School,3.131193,101.61608299999999,"(3.1312, 101.6161)"
3227,Kayu Ara @ Damansara Utama,lrt,transportation,LRT Bandar Utama-Klang Line,,3.135215,101.616997,"(3.1352, 101.617)"
3228,Sekolah Kebangsaan Cochrane Perkasa,primary,education,,Public School,3.13397,101.727,"(3.134, 101.727)"
3229,Sekolah Menengah Kebangsaan Cochrane Perkasa,secondary,education,,Public School,3.134798,101.724891,"(3.1348, 101.7249)"
3230,KL Sentral,lrt,transportation,LRT Kelana Jaya Line,,3.13442,101.68625,"(3.1344, 101.6862)"
3231,Sekolah Menengah Kebangsaan St. Gabriel,secondary,education,,Public School,3.135732421,101.7294637,"(3.1357, 101.7295)"
3232,Sekolah Menengah Kebangsaan (P) Methodist,secondary,education,,Public School,3.13148,101.69,"(3.1315, 101.69)"
3233,Sekolah Kebangsaan (P) Methodist (1) Brickfields,primary,education,,Public School,3.131566,101.68925899999999,"(3.1316, 101.6893)"
3234,Sekolah Jenis Kebangsaan (Cina) Chung Hwa Damansara,primary,education,,Public School,3.130676,101.63124499999999,"(3.1307, 101.6312)"
3235,Sekolah Jenis Kebangsaan (Tamil) Jln San Peng,primary,education,,Public School,3.13388,101.709,"(3.1339, 101.709)"
3236,Sekolah Menengah Kebangsaan Pandan Jaya,secondary,education,,Public School,3.13656,101.737886,"(3.1366, 101.7379)"
3237,Sekolah Menengah Kebangsaan Bangsar,secondary,education,,Public School,3.132561,101.676511,"(3.1326, 101.6765)"
3238,Sekolah Kebangsaan St. Gabriel,primary,education,,Public School,3.1361,101.73,"(3.1361, 101.73)"
3239,Sekolah Kebangsaan Puteri Pandan 2,primary,education,,Public School,3.1363540000000003,101.728613,"(3.1364, 101.7286)"
3240,Sekolah Kebangsaan Puteri Pandan 1,primary,education,,Public School,3.1367,101.729,"(3.1367, 101.729)"
3241,Sekolah Jenis Kebangsaan (Cina) Kuen Cheng 1,primary,education,,Public School,3.133686,101.699389,"(3.1337, 101.6994)"
3242,Sekolah Menengah Kebangsaan (P) Kapar,secondary,education,,Public School,3.135613,101.38105300000001,"(3.1356, 101.3811)"
3243,Sekolah Menengah Kebangsaan Tengku Idris Shah,secondary,education,,Public School,3.135741,101.376806,"(3.1357, 101.3768)"
3244,Sekolah Jenis Kebangsaan (Tamil) Ldg Effingham,primary,education,,Public School,3.132672,101.603873,"(3.1327, 101.6039)"
3245,Sekolah Kebangsaan Bandar Utama Damansara,primary,education,,Public School,3.131949,101.608122,"(3.1319, 101.6081)"
3246,Sekolah Menengah Kebangsaan Bandar Baru Ampang,secondary,education,,Public School,3.13692,101.768273,"(3.1369, 101.7683)"
3247,COSMOTOTS iqd - Damansara Utama,preschool,education,,Preschool,3.132906,101.623485,"(3.1329, 101.6235)"
3248,UCSI College,tertiary,education,,Private College,3.133354,101.624172,"(3.1334, 101.6242)"
